Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Window Block Creation Time,Fix Rate, Machine Amount
95,227792.3004,237714.9913,9922.6909,1000,9.3966,9.9227,0.0078,10000
96,237714.9913,247608.7682,9893.7769,1000,9.4698,9.8938,0.0107,10000
97,247608.7682,258710.2763,11101.5081,1000,9.5714,11.1015,-0.0500,10000
98,258710.2763,270510.0215,11799.7452,1000,9.0929,11.7997,-0.0500,10000
99,270510.0215,280325.5593,9815.5378,1000,8.6382,9.8155,0.0188,10000
100,280325.5593,291018.9812,10693.4219,1000,8.8006,10.6934,-0.0500,10000
101,291018.9812,300106.4753,9087.4941,1000,8.3605,9.0875,0.0500,10000
102,300106.4753,310347.3160,10240.8407,1000,8.7786,10.2408,-0.0235,10000
103,310347.3160,320143.8763,9796.5603,1000,8.5721,9.7966,0.0208,10000
104,320143.8763,330719.5771,10575.7008,1000,8.7501,10.5757,-0.0500,10000
105,330719.5771,341522.4608,10802.8837,1000,8.3126,10.8029,-0.0500,10000
106,341522.4608,350787.1499,9264.6891,1000,7.8970,9.2647,0.0500,10000
107,350787.1499,360717.5356,9930.3857,1000,8.2918,9.9304,0.0070,10000
108,360717.5356,371103.0881,10385.5526,1000,8.3500,10.3856,-0.0371,10000
109,371103.0881,380550.1452,9447.0570,1000,8.0400,9.4471,0.0500,10000
110,380550.1452,391477.4288,10927.2837,1000,8.4420,10.9273,-0.0500,10000
111,391477.4288,401304.4088,9826.9799,1000,8.0199,9.8270,0.0176,10000
112,401304.4088,410954.6271,9650.2184,1000,8.1611,9.6502,0.0362,10000
113,410954.6271,420642.9095,9688.2824,1000,8.4569,9.6883,0.0322,10000
114,420642.9095,430859.5715,10216.6620,1000,8.7290,10.2167,-0.0212,10000
115,430859.5715,440270.1289,9410.5574,1000,8.5439,9.4106,0.0500,10000
116,440270.1289,451109.9419,10839.8130,1000,8.9711,10.8398,-0.0500,10000
117,451109.9419,460821.6368,9711.6949,1000,8.5225,9.7117,0.0297,10000
118,460821.6368,471076.4335,10254.7968,1000,8.7755,10.2548,-0.0248,10000
119,471076.4335,480448.6541,9372.2206,1000,8.5575,9.3722,0.0500,10000
120,480448.6541,490916.8626,10468.2085,1000,8.9853,10.4682,-0.0447,10000
121,490916.8626,502213.0864,11296.2238,1000,8.5835,11.2962,-0.0500,10000
122,502213.0864,512396.5720,10183.4855,1000,8.1543,10.1835,-0.0180,10000
123,512396.5720,521498.7792,9102.2073,1000,8.0074,9.1022,0.0500,10000
124,521498.7792,531093.6277,9594.8485,1000,8.4077,9.5948,0.0422,10000
125,531093.6277,541709.8341,10616.2065,1000,8.7628,10.6162,-0.0500,10000
126,541709.8341,551727.0909,10017.2567,1000,8.3246,10.0173,-0.0017,10000
127,551727.0909,562932.6101,11205.5193,1000,8.3103,11.2055,-0.0500,10000
128,562932.6101,571260.4576,8327.8475,1000,7.8948,8.3278,0.0500,10000
129,571260.4576,581755.4454,10494.9878,1000,8.2895,10.4950,-0.0472,10000
130,581755.4454,591145.5052,9390.0598,1000,7.8985,9.3901,0.0500,10000
131,591145.5052,600224.7787,9079.2735,1000,8.2935,9.0793,0.0500,10000
132,600224.7787,611011.0059,10786.2273,1000,8.7081,10.7862,-0.0500,10000
133,611011.0059,621532.8851,10521.8791,1000,8.2727,10.5219,-0.0496,10000
134,621532.8851,630887.3519,9354.4668,1000,7.8624,9.3545,0.0500,10000
135,630887.3519,640985.2391,10097.8872,1000,8.2555,10.0979,-0.0097,10000
136,640985.2391,649462.0730,8476.8340,1000,8.1755,8.4768,0.0500,10000
137,649462.0730,659345.0018,9882.9288,1000,8.5843,9.8829,0.0118,10000
138,659345.0018,669363.6524,10018.6506,1000,8.6860,10.0187,-0.0019,10000
139,669363.6524,679144.3411,9780.6887,1000,8.6698,9.7807,0.0224,10000
140,679144.3411,689299.0939,10154.7528,1000,8.8642,10.1548,-0.0152,10000
141,689299.0939,699197.6452,9898.5513,1000,8.7291,9.8986,0.0102,10000
